Source	Target	Kin	Label	Type
34701	68448	N	Departure note sent to	Directed
34702	30374	N	Prefaced book by	Directed
34702	30374	N	Composed Building inscription for	Directed
34702	30374	N	Composed Building inscription for	Directed
34702	30374	N	Composed Building inscription for	Directed
34702	33186	N	Presented literary composition as gift to	Directed
34702	33186	N	Composed Building inscription for	Directed
34702	34663	N	Wrote School stele for	Directed
34702	34703	K	F	Directed
34702	67928	N	Biographer of	Directed
34702	68082	N	Prefaced book by	Directed
34702	68282	N	Prefaced book by	Directed
34702	68282	N	Wrote Biographical sketch (xingzhuang) for	Directed
34702	68288	N	Prefaced book by	Directed
34702	68288	N	Presented literary composition as gift to	Directed
34702	68298	N	Prefaced book by	Directed
34702	68298	N	Prefaced book by	Directed
34702	68298	N	Prefaced geneology of	Directed
34702	68298	N	Presented literary composition as gift to	Directed
34702	68319	N	Presented literary composition as gift to	Directed
34702	68325	N	Prefaced book by	Directed
34702	68325	N	Wrote Biographical sketch (xingzhuang) for	Directed
34702	68448	N	Wrote Biographical sketch (xingzhuang) for	Directed
34702	68483	N	Presented literary composition as gift to	Directed
34702	69142	N	Presented literary composition as gift to	Directed
34702	123685	N	Wrote School stele for	Directed
34702	126814	N	Presented literary composition as gift to	Directed
34702	127516	N	Departure note sent to	Directed
34702	128090	N	Presented literary composition as gift to	Directed
34702	130774	N	Wrote School stele for	Directed
34702	131243	N	Presented literary composition as gift to	Directed
34702	131243	N	Presented literary composition as gift to	Directed
34702	131282	N	Prefaced book by	Directed
34702	132043	N	Prefaced book by	Directed
34702	132043	N	Presented literary composition as gift to	Directed
34702	132587	N	Presented literary composition as gift to	Directed
34702	132788	N	Lamentation prayer written for	Directed
34702	133285	N	Presented literary composition as gift to	Directed
34702	133285	N	Composed Building inscription for	Directed
34702	287313	K	F	Directed
34702	287314	K	M	Directed
34702	287315	K	W	Directed
34702	287316	K	B-	Directed
34702	287317	K	B-	Directed
34704	68476	N	Biographer of	Directed
34704	68487	N	Biographer of	Directed
34704	129357	N	Biographer of	Directed
34704	288427	K	M	Directed
34704	288428	K	W	Directed
34704	288432	K	B+	Directed
34705	34706	K	S1	Directed
34705	34707	K	S2	Directed
34705	34708	K	S3	Directed
34705	282195	K	B+	Directed
34705	282198	K	B+	Directed
34705	282199	K	B-	Directed
34705	282200	K	B-	Directed
34705	282201	K	B-	Directed
34705	282202	K	B-	Directed
34705	282203	K	B-	Directed
34705	282204	K	B-	Directed
34706	30674	N	Disciple (dizi) of	Directed
34706	34705	K	F	Directed
34707	320791	K	F	Directed
34707	320792	K	M	Directed
34707	320794	K	B+	Directed
34707	320795	K	B-	Directed
34707	320798	K	B-	Directed
34707	320799	K	B-	Directed
34707	320800	K	B-	Directed
34710	34712	N	Lamentation prayer written for	Directed
34710	68288	N	Prefaced book by	Directed
34710	68547	N	Presented literary composition as gift to	Directed
34710	124375	N	Departure note sent to	Directed
34710	124375	N	Congratulatory note sent to	Directed
34710	124375	N	Presented literary composition as gift to	Directed
34710	125136	N	Presented literary composition as gift to	Directed
34710	129845	N	Presented literary composition as gift to	Directed
34710	129986	N	Departure note sent to	Directed
34710	130210	N	Presented literary composition as gift to	Directed
34710	131859	N	Departure note sent to	Directed
34710	132043	N	Presented literary composition as gift to	Directed
34710	133063	N	Presented literary composition as gift to	Directed
34710	295078	K	F	Directed
34710	295079	K	M	Directed
34710	295081	K	B+	Directed
34710	295082	K	B-	Directed
34711	297751	K	F	Directed
34711	297752	K	M	Directed
34711	297753	K	W	Directed
34711	297754	K	B+	Directed
34711	297755	K	B+	Directed
34711	297756	K	B+	Directed
34711	297758	K	B+	Directed
34712	68471	N	Prefaced book by	Directed
34712	127536	N	Departure note sent to	Directed
34712	128613	N	Departure note sent to	Directed
34712	129240	N	Postscripted calligraphy or painting of	Directed
34712	131942	N	Congratulatory note sent to	Directed
34712	295410	K	F	Directed
34712	295411	K	M	Directed
34712	295412	K	W	Directed
34712	295413	K	B-	Directed
34712	295414	K	B-	Directed
34712	295415	K	B-	Directed
34712	295416	K	B-	Directed
34712	295417	K	B-	Directed
34713	301382	K	F	Directed
34713	301383	K	M	Directed
34713	301384	K	W	Directed
34713	301385	K	B+	Directed
34713	301386	K	B+	Directed
34713	301387	K	B+	Directed
34713	301388	K	B-	Directed
34713	301389	K	B-	Directed
34713	301390	K	B-	Directed
34713	301391	K	B-	Directed
34713	301393	K	B-	Directed
34714	34717	N	Departure note sent to	Directed
34714	34717	N	Departure note sent to	Directed
34714	34717	N	Presented literary composition as gift to	Directed
34714	34725	N	Departure note sent to	Directed
34714	35065	N	Friend of	Directed
34714	68356	N	Biographer of	Directed
34714	69148	N	Biographer of	Directed
34714	69152	N	Departure note sent to	Directed
34714	129663	N	Departure note sent to	Directed
34714	129886	N	Departure note sent to	Directed
34714	129886	N	Wrote School stele for	Directed
34714	131926	N	Departure note sent to	Directed
34714	133522	N	Departure note sent to	Directed
34714	308422	K	F	Directed
34714	308424	K	M	Directed
34714	308425	K	W	Directed
34714	308426	K	B+	Directed
34714	308427	K	B+	Directed
34714	308429	K	B-	Directed
34714	308430	K	B-	Directed
34715	306522	K	F	Directed
34715	306525	K	W	Directed
34715	306526	K	B+	Directed
34716	34815	K	BS	Directed
34716	34816	K	S1	Directed
34716	34817	K	S2	Directed
34716	118497	K	W	Directed
34716	308598	K	F	Directed
34716	308599	K	M	Directed
34716	308600	K	W	Directed
34716	308601	K	B+	Directed
34716	308602	K	B+	Directed
34717	29605	N	Prefaced book by	Directed
34717	29605	N	Prefaced book by	Directed
34717	29605	N	Presented literary composition as gift to	Directed
34717	29605	N	Presented literary composition as gift to	Directed
34717	30184	N	Biographer of	Directed
34717	30241	N	Biographer of	Directed
34717	30374	N	Biographer of	Directed
34717	30668	N	Prefaced book by	Directed
34717	30681	N	Prefaced book by	Directed
34717	30681	N	wrote preface for the literary works of	Directed
34717	30847	N	Biographer of	Directed
34717	33828	N	Presented literary composition as gift to	Directed
34717	33828	N	Presented literary composition as gift to	Directed
34717	33844	N	Wrote Funerary stele for	Directed
34717	33901	N	Prefaced book by	Directed
34717	33901	N	wrote preface for the literary works of	Directed
34717	34259	N	Wrote Funerary stele for	Directed
34717	34259	N	Presented literary composition as gift to	Directed
34717	34631	N	Wrote Portrait eulogy for	Directed
34717	34657	N	Prefaced book by	Directed
34717	34668	N	Prefaced book by	Directed
34717	34673	N	Biographer of	Directed
34717	34706	N	wrote preface for the literary works of	Directed
34717	34714	N	Biographer of	Directed
34717	34714	N	Presented literary composition as gift to	Directed
34717	34714	N	Presented literary composition as gift to	Directed
34717	34714	N	wrote preface for the literary works of	Directed
34717	34716	N	Wrote Biographical sketch (xingzhuang) for	Directed
34717	34718	K	F	Directed
34717	34719	K	B-	Directed
34717	34719	N	Wrote Biographical sketch (xingzhuang) for	Directed
34717	34723	N	Prefaced book by	Directed
34717	34725	N	Prefaced book by	Directed
34717	34725	N	Temple stele(miaobei) written for	Directed
34717	34732	N	Departure note sent to	Directed
34717	34736	K	S	Directed
34717	34737	N	Prefaced book by	Directed
34717	34737	N	Biographer of	Directed
34717	34738	N	Biographer of	Directed
34717	35065	N	Friend of	Directed
34717	35065	N	Departure note sent to	Directed
34717	35112	N	Prefaced book by	Directed
34717	35112	N	Presented literary composition as gift to	Directed
34717	35262	N	Prefaced book by	Directed
34717	67158	N	Biographer of	Directed
34717	68194	N	Biographer of	Directed
34717	68211	N	Wrote Funerary stele for	Directed
34717	68211	N	Presented literary composition as gift to	Directed
34717	68211	N	Presented literary composition as gift to	Directed
34717	68213	N	Biographer of	Directed
34717	68266	N	Biographer of	Directed
34717	68290	N	Wrote Biographical sketch (xingzhuang) for	Directed
34717	68303	N	Biographer of	Directed
34717	68303	N	Wrote Biographical sketch (xingzhuang) for	Directed
34717	68313	N	Wrote Funerary stele for	Directed
34717	68315	N	Departure note sent to	Directed
34717	68324	N	Biographer of	Directed
34717	68338	N	Biographer of	Directed
34717	68358	N	Wrote Portrait eulogy for	Directed
34717	68454	N	Prefaced book by	Directed
34717	68457	N	Wrote Funerary stele for	Directed
34717	68502	N	Departure note sent to	Directed
34717	68547	N	Prefaced book by	Directed
34717	68547	N	Biographer of	Directed
34717	68547	N	Congratulatory note sent to	Directed
34717	68547	N	Wrote Biographical sketch (xingzhuang) for	Directed
34717	69011	N	Biographer of	Directed
34717	69113	N	Wrote Funerary stele for	Directed
34717	69140	N	Postscripted calligraphy or painting of	Directed
34717	69251	N	Biographer of	Directed
34717	123662	N	wrote preface for the literary works of	Directed
34717	124733	N	Prefaced book by	Directed
34717	124733	N	Biographer of	Directed
34717	124850	N	Congratulatory note sent to	Directed
34717	124850	N	Presented literary composition as gift to	Directed
34717	124886	N	Departure note sent to	Directed
34717	124886	N	praised the political accomplishments of	Directed
34717	124886	N	praised the political accomplishments of	Directed
34717	125049	N	Congratulatory note sent to	Directed
34717	125049	N	praised the political accomplishments of	Directed
34717	125077	N	Wrote Funerary stele for	Directed
34717	125185	N	Congratulatory note sent to	Directed
34717	125185	N	Presented literary composition as gift to	Directed
34717	125185	N	Presented literary composition as gift to	Directed
34717	125185	N	Presented literary composition as gift to	Directed
34717	125411	N	Biographer of	Directed
34717	125523	N	Biographer of	Directed
34717	125523	N	Wrote Shrine inscription for	Directed
34717	126305	N	Wrote Funerary stele for	Directed
34717	126439	N	Departure note sent to	Directed
34717	126516	N	Prefaced book by	Directed
34717	126534	N	Prefaced book by	Directed
34717	126534	N	Presented literary composition as gift to	Directed
34717	126579	N	Prefaced book by	Directed
34717	126579	N	Wrote living person shrine inscription for	Directed
34717	126631	N	Departure note sent to	Directed
34717	126642	N	Prefaced book by	Directed
34717	126838	N	Wrote Biographical sketch (xingzhuang) for	Directed
34717	126851	N	Departure note sent to	Directed
34717	126867	N	Wrote Portrait eulogy for	Directed
34717	126886	N	Departure note sent to	Directed
34717	126991	N	Buddhist temple stele written for	Directed
34717	127365	N	Prefaced book by	Directed
34717	127523	N	Biographer of	Directed
34717	127523	N	wrote preface for the literary works of	Directed
34717	127530	N	Presented literary composition as gift to	Directed
34717	127530	N	Presented literary composition as gift to	Directed
34717	127593	N	Biographer of	Directed
34717	127593	N	Wrote Portrait eulogy for	Directed
34717	127987	N	Prefaced book by	Directed
34717	128111	N	wrote preface for the literary works of	Directed
34717	128158	N	Wrote Funerary stele for	Directed
34717	128264	N	Prefaced book by	Directed
34717	128301	N	Biographer of	Directed
34717	128346	N	wrote preface for the literary works of	Directed
34717	128456	N	Wrote Funerary stele for	Directed
34717	128766	N	Presented literary composition as gift to	Directed
34717	128766	N	Presented literary composition as gift to	Directed
34717	128775	N	Biographer of	Directed
34717	128788	N	Presented literary composition as gift to	Directed
34717	129208	N	Prefaced book by	Directed
34717	129364	N	wrote preface for the literary works of	Directed
34717	129726	N	Biographer of	Directed
34717	129828	N	Departure note sent to	Directed
34717	129886	N	Prefaced book by	Directed
34717	129983	N	Departure note sent to	Directed
34717	130076	N	Biographer of	Directed
34717	130530	N	Departure note sent to	Directed
34717	130530	N	Presented literary composition as gift to	Directed
34717	130746	N	Biographer of	Directed
34717	130797	N	Prefaced book by	Directed
34717	130921	N	Biographer of	Directed
34717	131001	N	Biographer of	Directed
34717	131029	N	Biographer of	Directed
34717	131052	N	Presented literary composition as gift to	Directed
34717	131106	N	Departure note sent to	Directed
34717	131144	N	Prefaced book by	Directed
34717	131163	N	Biographer of	Directed
34717	131268	N	Departure note sent to	Directed
34717	131505	N	Presented literary composition as gift to	Directed
34717	131505	N	Presented literary composition as gift to	Directed
34717	131510	N	Biographer of	Directed
34717	131542	N	wrote preface for the literary works of	Directed
34717	131543	N	Prefaced book by	Directed
34717	131543	N	wrote preface for the literary works of	Directed
34717	131753	N	Departure note sent to	Directed
34717	132133	N	Prefaced book by	Directed
34717	132140	N	Biographer of	Directed
34717	132148	N	Departure note sent to	Directed
34717	132158	N	Biographer of	Directed
34717	132158	N	Presented literary composition as gift to	Directed
34717	132272	N	Presented literary composition as gift to	Directed
34717	132351	N	Biographer of	Directed
34717	132351	N	Biographer of	Directed
34717	132594	N	Presented literary composition as gift to	Directed
34717	132908	N	Prefaced book by	Directed
34717	132908	N	Prefaced book by	Directed
34717	132923	N	Wrote Funerary stele for	Directed
34717	133102	N	Presented literary composition as gift to	Directed
34717	133119	N	Prefaced book by	Directed
34717	133206	N	Presented literary composition as gift to	Directed
34717	133209	N	Departure note sent to	Directed
34717	133460	N	Prefaced book by	Directed
34717	133488	N	Biographer of	Directed
34717	133488	N	Biographer of	Directed
34717	133522	N	Biographer of	Directed
34717	133710	N	wrote preface for the literary works of	Directed
34717	134660	K	S2	Directed
34717	309375	K	F	Directed
34717	309376	K	M	Directed
34717	309377	K	W	Directed
34717	309378	K	B+	Directed
34717	309379	K	B+	Directed
34717	309380	K	B+	Directed
34717	309381	K	B-	Directed
34717	309382	K	B-	Directed
34719	34706	N	Departure note sent to	Directed
34719	34718	K	F	Directed
34719	68211	N	Presented literary composition as gift to	Directed
34719	68547	N	Congratulatory note sent to	Directed
34719	69113	N	praised the political accomplishments of	Directed
34719	125077	N	Presented literary composition as gift to	Directed
34719	125185	N	Congratulatory note sent to	Directed
34719	125584	N	Congratulatory note sent to	Directed
34719	126854	N	Biographer of	Directed
34719	129886	N	Biographer of	Directed
34719	129886	N	Congratulatory note sent to	Directed
34719	130281	N	Biographer of	Directed
34719	130797	N	Departure note sent to	Directed
34719	132158	N	Congratulatory note sent to	Directed
34719	136069	K	S	Directed
34719	325414	K	F	Directed
34719	325415	K	M	Directed
34719	325416	K	W	Directed
34719	325417	K	B+	Directed
34719	325419	K	B+	Directed
34719	325420	K	B+	Directed
34719	325422	K	B+	Directed
34719	325423	K	B+	Directed
34720	34716	N	Biographer of	Directed
34720	34721	K	F	Directed
34720	34721	N	Family history (jiazhuan) composed for	Directed
34720	34722	K	S	Directed
34720	68213	N	Presented literary composition as gift to	Directed
34720	68424	N	Prefaced book by	Directed
34720	124343	N	Presented literary composition as gift to	Directed
34720	126387	N	Presented literary composition as gift to	Directed
34720	126822	N	Biographer of	Directed
34720	126890	N	Departure note sent to	Directed
34720	126890	N	Departure note sent to	Directed
34720	126890	N	Departure note sent to	Directed
34720	128983	N	Presented literary composition as gift to	Directed
34720	128983	N	Presented literary composition as gift to	Directed
34720	128983	N	Wrote School stele for	Directed
34720	129883	N	Departure note sent to	Directed
34720	130252	N	Departure note sent to	Directed
34720	130492	N	Presented literary composition as gift to	Directed
34720	132325	N	Presented literary composition as gift to	Directed
34720	133421	N	Departure note sent to	Directed
34720	309648	K	M	Directed
34720	309649	K	W	Directed
34720	309650	K	B+	Directed
34720	309652	K	B+	Directed
34720	309653	K	B+	Directed
34720	309654	K	B+	Directed
34720	309655	K	B+	Directed
34720	309656	K	B+	Directed
34720	309657	K	B+	Directed
34720	309658	K	B+	Directed
34720	309659	K	B-	Directed
34720	309660	K	B-	Directed
34720	309661	K	B-	Directed
34720	309664	K	B-	Directed
34721	279550	K	W	Directed
34721	279551	K	B+	Directed
34721	279552	K	B-	Directed
34721	279554	K	B-	Directed
34721	279555	K	B-	Directed
34721	279556	K	B-	Directed
34721	279557	K	B-	Directed
34724	69235	N	Wrote Biographical sketch (xingzhuang) for	Directed
34725	126740	N	Presented literary composition as gift to	Directed
34725	127141	N	Prefaced book by	Directed
34725	129068	N	Wrote living person shrine inscription for	Directed
34725	129886	N	Presented literary composition as gift to	Directed
34725	132217	N	Prefaced book by	Directed
34725	132527	N	Presented literary composition as gift to	Directed
34725	132672	N	Prefaced book by	Directed
34725	311714	K	F	Directed
34725	311715	K	M	Directed
34725	311716	K	W	Directed
34725	311717	K	B-	Directed
34726	34710	N	Biographer of	Directed
34726	68216	N	Biographer of	Directed
34726	68496	N	Biographer of	Directed
34726	129063	N	Biographer of	Directed
34726	131135	N	Biographer of	Directed
34726	131401	N	Biographer of	Directed
34726	131848	N	Wrote Biographical sketch (xingzhuang) for	Directed
34726	132101	N	Biographer of	Directed
34726	319433	K	F	Directed
34726	319434	K	M	Directed
34726	319435	K	W	Directed
34726	319436	K	B-	Directed
34726	319437	K	B-	Directed
34726	319438	K	B-	Directed
34728	127733	N	Wrote living person shrine inscription for	Directed
34728	128170	N	Presented literary composition as gift to	Directed
34728	128170	N	wrote preface for the literary works of	Directed
34728	130508	N	Departure note sent to	Directed
34728	131238	N	Prefaced book by	Directed
34728	132155	N	Wrote Funerary stele for	Directed
34728	330262	K	F	Directed
34728	330263	K	M	Directed
34728	330265	K	W	Directed
34728	330266	K	W2	Directed
34728	330267	K	B+	Directed
34728	330268	K	B+	Directed
34728	330269	K	B+	Directed
34728	330270	K	B+	Directed
34728	330271	K	B+	Directed
34728	330272	K	B-	Directed
34728	330273	K	B-	Directed
34728	330274	K	B-	Directed
34728	330276	K	B-	Directed
34728	330277	K	B-	Directed
34732	125582	N	Departure note sent to	Directed
34732	126634	N	Congratulatory note sent to	Directed
34732	127793	N	Departure note sent to	Directed
34732	128322	N	Departure note sent to	Directed
34732	129078	N	Biographer of	Directed
34732	129341	N	Departure note sent to	Directed
34732	129794	N	Prefaced book by	Directed
34732	129869	N	Presented literary composition as gift to	Directed
34732	131147	N	Presented literary composition as gift to	Directed
34732	330859	K	F	Directed
34732	330860	K	M	Directed
34732	330861	K	W	Directed
34732	330862	K	B-	Directed
34733	34734	K	S	Directed
34733	127760	N	Wrote Biographical sketch (xingzhuang) for	Directed
34733	128017	N	Wrote Biographical sketch (xingzhuang) for	Directed
34733	133472	N	Wrote Biographical sketch (xingzhuang) for	Directed
34733	331710	K	F	Directed
34733	331712	K	M	Directed
34733	331714	K	W	Directed
34733	331715	K	W2	Directed
34733	331716	K	W2	Directed
34733	331717	K	B+	Directed
34733	331718	K	B-	Directed
34733	331719	K	B-	Directed
34733	331720	K	B-	Directed
34733	331721	K	B-	Directed
34733	331723	K	B-	Directed
34734	29578	N	Edited scholarly works of	Directed
34737	125049	N	Wrote Funerary stele for	Directed
34737	127006	N	Wrote Funerary stele for	Directed
34738	34673	N	Postscripted calligraphy or painting of	Directed
34738	67159	N	wrote preface for the literary works of	Directed
34738	128788	N	Postscripted calligraphy or painting of	Directed
34738	129081	N	Biographer of	Directed
34738	130570	N	Departure note sent to	Directed
34738	130570	N	wrote preface for the literary works of	Directed
34738	131925	N	Departure note sent to	Directed
34738	132614	N	Biographer of	Directed
34740	128637	N	Biographer of	Directed
34740	129349	N	praised the political accomplishments of	Directed
34740	129437	N	Departure note sent to	Directed
34740	130203	N	Prefaced book by	Directed
34740	130786	N	praised the political accomplishments of	Directed
34740	132851	N	Prefaced book by	Directed
34740	132851	N	Prefaced geneology of	Directed
34741	123637	N	Departure note sent to	Directed
34741	126490	N	Prefaced book by	Directed
34741	126646	N	Wrote Biographical sketch (xingzhuang) for	Directed
34741	129118	N	Departure note sent to	Directed
34741	132958	N	Congratulatory note sent to	Directed
34741	133462	N	Presented literary composition as gift to	Directed
34741	134565	N	Presented literary composition as gift to	Directed
34741	216357	K	F	Directed
34741	216360	K	M	Directed
34741	216362	K	B+	Directed
34741	216363	K	B+	Directed
34741	216364	K	B+	Directed
34742	30593	N	Congratulatory note sent to	Directed
34742	30593	N	Congratulatory note sent to	Directed
34742	33843	N	Wrote Shrine inscription for	Directed
34742	33843	N	Wrote Shrine inscription for	Directed
34742	34728	N	Presented literary composition as gift to	Directed
34742	34743	N	Prefaced book by	Directed
34742	34743	N	Discussed scholarship with	Directed
34742	34743	K	B-	Directed
34742	34743	N	Biographer of	Directed
34742	34743	N	Biographer of	Directed
34742	34747	N	Presented literary composition as gift to	Directed
34742	34747	N	Presented literary composition as gift to	Directed
34742	35127	N	Composed Building inscription for	Directed
34742	65960	N	Wrote School stele for	Directed
34742	124055	N	Presented literary composition as gift to	Directed
34742	124895	N	Wrote School stele for	Directed
34742	124967	N	Wrote School stele for	Directed
34742	125581	N	Prefaced book by	Directed
34742	126347	N	Prefaced book by	Directed
34742	126473	N	Presented literary composition as gift to	Directed
34742	126750	N	Prefaced book by	Directed
34742	126750	N	Wrote Shrine inscription for	Directed
34742	127025	N	Wrote School stele for	Directed
34742	127025	N	Wrote School stele for	Directed
34742	127621	N	Prefaced book by	Directed
34742	127733	N	Prefaced book by	Directed
34742	127733	N	Congratulatory note sent to	Directed
34742	127733	N	Presented literary composition as gift to	Directed
34742	127733	N	Presented literary composition as gift to	Directed
34742	127733	N	Wrote School stele for	Directed
34742	128245	N	Presented literary composition as gift to	Directed
34742	128245	N	Presented literary composition as gift to	Directed
34742	128789	N	Presented literary composition as gift to	Directed
34742	128789	N	Presented literary composition as gift to	Directed
34742	128789	N	Wrote School stele for	Directed
34742	128789	N	Wrote inscription for writings of	Directed
34742	128819	N	Presented literary composition as gift to	Directed
34742	128819	N	Presented literary composition as gift to	Directed
34742	128994	N	Prefaced book by	Directed
34742	128994	N	Prefaced book by	Directed
34742	129413	N	Wrote School stele for	Directed
34742	129545	N	Wrote inscription for writings of	Directed
34742	129728	N	Wrote School stele for	Directed
34742	131294	N	Prefaced book by	Directed
34742	131538	N	Biographer of	Directed
34742	131961	N	Biographer of	Directed
34742	131961	N	Prefaced geneology of	Directed
34742	131961	N	Prefaced geneology of	Directed
34742	132061	N	Wrote School stele for	Directed
34742	132061	N	Wrote School stele for	Directed
34742	132476	N	Prefaced book by	Directed
34742	132864	N	Wrote School stele for	Directed
34742	133325	N	Biographer of	Directed
34742	133398	N	Friend of	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133460	N	Lamentation prayer written for	Directed
34742	133710	N	Wrote School stele for	Directed
34742	133710	N	Wrote School stele for	Directed
34742	218655	K	F	Directed
34742	218656	K	M	Directed
34742	218657	K	W	Directed
34742	218660	K	B+	Directed
34742	218661	K	B+	Directed
34742	218663	K	B-	Directed
34743	218655	K	F	Directed
34743	218660	K	B+	Directed
34743	218661	K	B+	Directed
34743	229336	K	M	Directed
34743	229337	K	W	Directed
34743	229341	K	S	Directed
34744	125516	N	Prefaced book by	Directed
34744	126461	N	Biographer of	Directed
34744	128198	N	Composed Building inscription for	Directed
34744	128327	N	Biographer of	Directed
34744	128983	N	Prefaced book by	Directed
34744	129128	N	Biographer of	Directed
34744	129349	N	Wrote School stele for	Directed
34744	130172	N	Biographer of	Directed
34744	130628	N	Biographer of	Directed
34744	132554	N	Prefaced book by	Directed
34745	232509	K	F	Directed
34746	34744	N	Prefaced book by	Directed
34746	34744	N	Prefaced book by	Directed
34746	34744	N	Congratulatory note sent to	Directed
34746	34747	N	Prefaced book by	Directed
34746	34747	N	Wrote inscription for writings of	Directed
34746	60004	N	Wrote School stele for	Directed
34746	60004	N	Wrote living person shrine inscription for	Directed
34746	60202	N	Composed Building inscription for	Directed
34746	128245	N	Prefaced book by	Directed
34746	129728	N	Prefaced book by	Directed
34746	131178	N	Prefaced book by	Directed
34746	131178	N	Prefaced book by	Directed
34746	132078	N	praised the political accomplishments of	Directed
34746	132436	N	Composed Building inscription for	Directed
34746	132823	N	Postface written for book by	Directed
34746	232633	K	F	Directed
34747	29721	N	Wrote Shrine inscription for	Directed
34747	30385	N	Wrote Shrine inscription for	Directed
34747	33843	N	Biographer of	Directed
34747	33843	N	Biographer of	Directed
34747	34702	N	Prefaced book by	Directed
34747	34702	N	wrote preface for the literary works of	Directed
34747	34744	N	Prefaced book by	Directed
34747	65804	N	Presented literary composition as gift to	Directed
34747	65804	N	Presented literary composition as gift to	Directed
34747	99984	N	Prefaced book by	Directed
34747	124310	N	Wrote Biographical sketch (xingzhuang) for	Directed
34747	124310	N	Presented literary composition as gift to	Directed
34747	124930	N	Wrote Biographical sketch (xingzhuang) for	Directed
34747	125585	N	Biographer of	Directed
34747	125585	N	Departure note sent to	Directed
34747	125585	N	Presented literary composition as gift to	Directed
34747	126653	N	Prefaced book by	Directed
34747	126653	N	Prefaced book by	Directed
34747	127026	N	Departure note sent to	Directed
34747	127173	N	Biographer of	Directed
34747	127629	N	Prefaced book by	Directed
34747	127919	N	Biographer of	Directed
34747	128376	N	Wrote School stele for	Directed
34747	128376	N	Wrote School stele for	Directed
34747	128406	N	Prefaced book by	Directed
34747	128511	N	Prefaced book by	Directed
34747	128789	N	Wrote School stele for	Directed
34747	128797	N	Prefaced book by	Directed
34747	128797	N	Biographer of	Directed
34747	128797	N	Presented literary composition as gift to	Directed
34747	129330	N	Prefaced book by	Directed
34747	129988	N	Wrote Shrine inscription for	Directed
34747	130335	N	Prefaced book by	Directed
34747	131250	N	Prefaced book by	Directed
34747	131250	N	Biographer of	Directed
34747	131370	N	Prefaced book by	Directed
34747	131816	N	Biographer of	Directed
34747	132059	N	Prefaced book by	Directed
34747	132478	N	Prefaced book by	Directed
34747	132680	N	Departure note sent to	Directed
34747	133087	N	Prefaced book by	Directed
34747	133519	N	Prefaced book by	Directed
34747	133519	N	Prefaced book by	Directed
34747	217451	K	F	Directed
34747	217452	K	M	Directed
34747	217453	K	W	Directed
34747	217454	K	W2	Directed
34747	217455	K	B+	Directed
34747	217456	K	B+	Directed
34747	217457	K	B-	Directed
34747	217458	K	B-	Directed
34747	217460	K	B-	Directed
34747	217461	K	B-	Directed
34747	217462	K	B-	Directed